ProjectName	StationId	StationCode	LakeName	Name	FullStationName	StationTypeId	StationType	SamplePointId	Lat	Lon	PROJECT_ID	PROJECTS_STATION_ID
DCS4COP	no_info	A3	Svalbard	Adventfjorden	A3 -Adventfjorden	0	Marin	no_info	78.23798333	15.70648333	12569	no_info
DCS4COP	no_info	A4	Svalbard	Adventfjorden	A4 -Adventfjorden	0	Marin	no_info	78.23801667	15.65513333	12569	no_info
DCS4COP	no_info	A5	Svalbard	Adventfjorden	A5 -Adventfjorden	0	Marin	no_info	78.24473333	15.62013333	12569	no_info
DCS4COP	no_info	B1	Svalbard	Adventfjorden	B1 -Adventfjorden	0	Marin	no_info	78.23311667	15.6372	12569	no_info
DCS4COP	no_info	B2	Svalbard	Adventfjorden	B2 -Adventfjorden	0	Marin	no_info	78.24271667	15.674	12569	no_info
DCS4COP	no_info	B3	Svalbard	Adventfjorden	B3 -Adventfjorden	0	Marin	no_info	78.23851667	15.6012	12569	no_info
DCS4COP	no_info	B4	Svalbard	Adventfjorden	B4 -Adventfjorden	0	Marin	no_info	78.25018333	15.6409	12569	no_info
DCS4COP	no_info	B5	Svalbard	Adventfjorden	B5 -Adventfjorden	0	Marin	no_info	78.24996667	15.5664	12569	no_info
DCS4COP	no_info	B6	Svalbard	Adventfjorden	B6 -Adventfjorden	0	Marin	no_info	78.2558	15.5881	12569	no_info
DCS4COP	no_info	B7	Svalbard	Adventfjorden	B7 -Adventfjorden	0	Marin	no_info	78.2605	15.60883333	12569	no_info
DCS4COP	no_info	B8	Svalbard	Adventfjorden	B8 -Adventfjorden	0	Marin	no_info	78.25838333	15.52673333	12569	no_info
DCS4COP	no_info	B9	Svalbard	Adventfjorden	B9 -Adventfjorden	0	Marin	no_info	78.2665	15.5504	12569	no_info
DCS4COP	no_info	A2	Svalbard	Adventfjorden. Bouy	A2 -Adventfjorden. Bouy	0	Marin	no_info	78.23263333	15.68458333	12569	no_info
DCS4COP	no_info	A6/IsA	Svalbard	Adventfjorden. Munningen. IsA 	A6/IsA -Adventfjorden. Munningen. IsA 	0	Marin	no_info	78.27031667	15.47308333	12569	no_info
DCS4COP	no_info	no_info	Svalbard	Adventfjorden	Extra1- Adventfjorden 	0	Marin	no_info	78.2326834	15.6894833	12569	no_info
Ytre Oslofjord	70776	SP-1	Ytre Oslofjord	Sponvika	SP-1 -Sponvika	0	Marin	no_info	59.089708	11.231708	1178	51715
Ytre Oslofjord	31654	TØ-1	Ytre Oslofjord	Tønsbergfjorden. Vestfjorden	TØ-1 -Tønsbergfjorden. Vestfjorden	0	Marin	no_info	59.202835	10.355416	1178	8008
Økokyst	70817	VT68	Ytre Oslofjord	Jomfrulandsrenna	VT68 -Jomfrulandsrenna	0	Marin	no_info	58.9069	9.6233	10467	51893
Økokyst	69083	VT65	Ytre Oslofjord	Missingen	VT65 -Missingen	0	Marin	no_info	59.18667	10.69167	10467	44629
DCS4COP	no_info	Attjørn	Attjørn	NIVA-Bu	Attjørn -NIVA-Bu	0	Innsjo	no_info	60.86086	8.7269	12569	no_info
